hbresname,discharge_fin_yr_end,sex,age_grp,stays,rate,hb_code
NHS Shetland,2016,Male,All ages,6,50.92,S08000026
NHS Tayside,2016,Male,All ages,188,93.17,S08000030
NHS Western Isles,2016,Male,All ages,5,37.39,S08000028
Other,2016,Male,All ages,36,-,Other
NHS Scotland,2016,Male,All ages,2528,96.84,NHS Scotland
NHS Ayrshire & Arran,2017,Both Sexes,00-14,158,271.48,S08000015
NHS Borders,2017,Both Sexes,00-14,28,157.1,S08000016
NHS Dumfries & Galloway,2017,Both Sexes,00-14,74,334.64,S08000017
NHS Fife,2017,Both Sexes,00-14,76,125.7,S08000029
NHS Forth Valley,2017,Both Sexes,00-14,103,207.8,S08000019
NHS Grampian,2017,Both Sexes,00-14,77,82,S08000020
NHS Greater Glasgow & Clyde,2017,Both Sexes,00-14,361,197.51,S08000021
NHS Highland,2017,Both Sexes,00-14,78,156.78,S08000022
NHS Lanarkshire,2017,Both Sexes,00-14,357,321.93,S08000023
NHS Lothian,2017,Both Sexes,00-14,268,191.11,S08000024
NHS Orkney,2017,Both Sexes,00-14,4,120.99,S08000025
NHS Shetland,2017,Both Sexes,00-14,7,175.75,S08000026
NHS Tayside,2017,Both Sexes,00-14,176,277.5,S08000030
NHS Western Isles,2017,Both Sexes,00-14,2,49.5,S08000028
Other,2017,Both Sexes,00-14,13,-,Other
NHS Scotland,2017,Both Sexes,00-14,1782,207.09,NHS Scotland
NHS Ayrshire & Arran,2017,Both Sexes,15-24,55,131.28,S08000015
NHS Borders,2017,Both Sexes,15-24,14,120.51,S08000016
NHS Dumfries & Galloway,2017,Both Sexes,15-24,13,83.75,S08000017
NHS Fife,2017,Both Sexes,15-24,114,250.67,S08000029
NHS Forth Valley,2017,Both Sexes,15-24,24,62.83,S08000019
NHS Grampian,2017,Both Sexes,15-24,62,86.58,S08000020
NHS Greater Glasgow & Clyde,2017,Both Sexes,15-24,184,120.03,S08000021
NHS Highland,2017,Both Sexes,15-24,42,122.67,S08000022
NHS Lanarkshire,2017,Both Sexes,15-24,85,110,S08000023
NHS Lothian,2017,Both Sexes,15-24,126,110.96,S08000024
NHS Tayside,2017,Both Sexes,15-24,47,89.35,S08000030
NHS Western Isles,2017,Both Sexes,15-24,4,157.6,S08000028
Other,2017,Both Sexes,15-24,13,-,Other
NHS Scotland,2017,Both Sexes,15-24,783,118.17,NHS Scotland
NHS Ayrshire & Arran,2017,Both Sexes,25-34,55,138.96,S08000015
NHS Borders,2017,Both Sexes,25-34,16,156.65,S08000016
NHS Dumfries & Galloway,2017,Both Sexes,25-34,15,101.42,S08000017
NHS Fife,2017,Both Sexes,25-34,79,185.06,S08000029
NHS Forth Valley,2017,Both Sexes,25-34,36,100.81,S08000019
NHS Grampian,2017,Both Sexes,25-34,35,40.72,S08000020
NHS Greater Glasgow & Clyde,2017,Both Sexes,25-34,190,105.26,S08000021
NHS Highland,2017,Both Sexes,25-34,26,76.69,S08000022
NHS Lanarkshire,2017,Both Sexes,25-34,64,81.03,S08000023
NHS Lothian,2017,Both Sexes,25-34,134,93.78,S08000024
NHS Orkney,2017,Both Sexes,25-34,1,42.84,S08000025
NHS Shetland,2017,Both Sexes,25-34,2,74.16,S08000026
NHS Tayside,2017,Both Sexes,25-34,59,110.69,S08000030
Other,2017,Both Sexes,25-34,4,-,Other
NHS Scotland,2017,Both Sexes,25-34,716,98.62,NHS Scotland
NHS Ayrshire & Arran,2017,Both Sexes,35-44,49,117.98,S08000015
NHS Borders,2017,Both Sexes,35-44,9,72.92,S08000016
NHS Dumfries & Galloway,2017,Both Sexes,35-44,17,113.24,S08000017
NHS Fife,2017,Both Sexes,35-44,44,99.46,S08000029
NHS Forth Valley,2017,Both Sexes,35-44,38,99.54,S08000019
NHS Grampian,2017,Both Sexes,35-44,51,66.58,S08000020
NHS Greater Glasgow & Clyde,2017,Both Sexes,35-44,153,106.2,S08000021
NHS Highland,2017,Both Sexes,35-44,31,84.96,S08000022
NHS Lanarkshire,2017,Both Sexes,35-44,105,124.92,S08000023
NHS Lothian,2017,Both Sexes,35-44,115,97.31,S08000024
NHS Tayside,2017,Both Sexes,35-44,49,105.9,S08000030
NHS Western Isles,2017,Both Sexes,35-44,3,97.56,S08000028
Other,2017,Both Sexes,35-44,6,-,Other
NHS Scotland,2017,Both Sexes,35-44,670,100.69,NHS Scotland
NHS Ayrshire & Arran,2017,Both Sexes,45-54,63,111,S08000015
NHS Borders,2017,Both Sexes,45-54,26,142.45,S08000016
NHS Dumfries & Galloway,2017,Both Sexes,45-54,15,65.49,S08000017
NHS Fife,2017,Both Sexes,45-54,67,121.45,S08000029
NHS Forth Valley,2017,Both Sexes,45-54,40,84.13,S08000019
NHS Grampian,2017,Both Sexes,45-54,35,41.27,S08000020
NHS Greater Glasgow & Clyde,2017,Both Sexes,45-54,230,136.36,S08000021
NHS Highland,2017,Both Sexes,45-54,35,71.52,S08000022
NHS Lanarkshire,2017,Both Sexes,45-54,109,106.22,S08000023
NHS Lothian,2017,Both Sexes,45-54,142,115.54,S08000024
NHS Orkney,2017,Both Sexes,45-54,12,351.7,S08000025
NHS Shetland,2017,Both Sexes,45-54,1,28.89,S08000026
NHS Tayside,2017,Both Sexes,45-54,51,85.9,S08000030
NHS Western Isles,2017,Both Sexes,45-54,1,24.12,S08000028
Other,2017,Both Sexes,45-54,6,-,Other
NHS Scotland,2017,Both Sexes,45-54,833,104.26,NHS Scotland
NHS Ayrshire & Arran,2017,Both Sexes,55-64,64,122.61,S08000015
NHS Borders,2017,Both Sexes,55-64,4,23.48,S08000016
NHS Dumfries & Galloway,2017,Both Sexes,55-64,27,121.24,S08000017
NHS Fife,2017,Both Sexes,55-64,158,324.86,S08000029
NHS Forth Valley,2017,Both Sexes,55-64,32,82.44,S08000019
NHS Grampian,2017,Both Sexes,55-64,34,46.66,S08000020
NHS Greater Glasgow & Clyde,2017,Both Sexes,55-64,176,124.4,S08000021
NHS Highland,2017,Both Sexes,55-64,41,87.32,S08000022
NHS Lanarkshire,2017,Both Sexes,55-64,117,134.78,S08000023
NHS Lothian,2017,Both Sexes,55-64,96,95.15,S08000024
NHS Orkney,2017,Both Sexes,55-64,1,31.28,S08000025
NHS Tayside,2017,Both Sexes,55-64,20,36.95,S08000030
NHS Western Isles,2017,Both Sexes,55-64,7,176.95,S08000028
Other,2017,Both Sexes,55-64,7,-,Other
NHS Scotland,2017,Both Sexes,55-64,784,113.23,NHS Scotland
NHS Ayrshire & Arran,2017,Both Sexes,65-74,38,83.58,S08000015
NHS Borders,2017,Both Sexes,65-74,11,71.19,S08000016
NHS Dumfries & Galloway,2017,Both Sexes,65-74,13,63.53,S08000017
NHS Fife,2017,Both Sexes,65-74,47,111.6,S08000029
NHS Forth Valley,2017,Both Sexes,65-74,18,55.88,S08000019
NHS Grampian,2017,Both Sexes,65-74,29,50.42,S08000020
NHS Greater Glasgow & Clyde,2017,Both Sexes,65-74,117,113.82,S08000021
NHS Highland,2017,Both Sexes,65-74,27,66.17,S08000022
NHS Lanarkshire,2017,Both Sexes,65-74,64,97.19,S08000023
NHS Lothian,2017,Both Sexes,65-74,71,90.76,S08000024
NHS Orkney,2017,Both Sexes,65-74,2,70.77,S08000025
NHS Shetland,2017,Both Sexes,65-74,1,38.88,S08000026
NHS Tayside,2017,Both Sexes,65-74,32,68.58,S08000030
NHS Western Isles,2017,Both Sexes,65-74,5,139.39,S08000028
Other,2017,Both Sexes,65-74,11,-,Other
NHS Scotland,2017,Both Sexes,65-74,486,87.32,NHS Scotland
NHS Ayrshire & Arran,2017,Both Sexes,65+,71,88.31,S08000015
NHS Borders,2017,Both Sexes,65+,20,73.41,S08000016
NHS Dumfries & Galloway,2017,Both Sexes,65+,27,73.16,S08000017
NHS Fife,2017,Both Sexes,65+,59,80.1,S08000029
NHS Forth Valley,2017,Both Sexes,65+,48,85.01,S08000019
NHS Grampian,2017,Both Sexes,65+,58,56.66,S08000020
NHS Greater Glasgow & Clyde,2017,Both Sexes,65+,277,145.35,S08000021
NHS Highland,2017,Both Sexes,65+,70,97.72,S08000022
NHS Lanarkshire,2017,Both Sexes,65+,119,102.7,S08000023
NHS Lothian,2017,Both Sexes,65+,150,106.11,S08000024
NHS Orkney,2017,Both Sexes,65+,2,40.27,S08000025
NHS Shetland,2017,Both Sexes,65+,3,68.14,S08000026
NHS Tayside,2017,Both Sexes,65+,60,69.47,S08000030
NHS Western Isles,2017,Both Sexes,65+,11,165.69,S08000028
Other,2017,Both Sexes,65+,16,-,Other
NHS Scotland,2017,Both Sexes,65+,991,99.21,NHS Scotland
NHS Ayrshire & Arran,2017,Both Sexes,75-84,20,77.12,S08000015
NHS Borders,2017,Both Sexes,75-84,4,46.33,S08000016
NHS Dumfries & Galloway,2017,Both Sexes,75-84,8,66.01,S08000017
NHS Fife,2017,Both Sexes,75-84,5,21.71,S08000029
NHS Forth Valley,2017,Both Sexes,75-84,18,99.28,S08000019
NHS Grampian,2017,Both Sexes,75-84,18,55.42,S08000020
NHS Greater Glasgow & Clyde,2017,Both Sexes,75-84,123,192.46,S08000021
NHS Highland,2017,Both Sexes,75-84,36,159.68,S08000022
NHS Lanarkshire,2017,Both Sexes,75-84,37,97.97,S08000023
NHS Lothian,2017,Both Sexes,75-84,62,136.72,S08000024
NHS Shetland,2017,Both Sexes,75-84,2,147.82,S08000026
NHS Tayside,2017,Both Sexes,75-84,19,67.27,S08000030
NHS Western Isles,2017,Both Sexes,75-84,4,181.74,S08000028
Other,2017,Both Sexes,75-84,5,-,Other
NHS Scotland,2017,Both Sexes,75-84,361,111.67,NHS Scotland
NHS Ayrshire & Arran,2017,Both Sexes,75+,33,94.47,S08000015
NHS Borders,2017,Both Sexes,75+,9,76.32,S08000016
NHS Dumfries & Galloway,2017,Both Sexes,75+,14,85.13,S08000017
NHS Fife,2017,Both Sexes,75+,12,38.04,S08000029
NHS Forth Valley,2017,Both Sexes,75+,30,123.69,S08000019
NHS Grampian,2017,Both Sexes,75+,29,64.67,S08000020
NHS Greater Glasgow & Clyde,2017,Both Sexes,75+,160,182.27,S08000021
NHS Highland,2017,Both Sexes,75+,43,139.48,S08000022
NHS Lanarkshire,2017,Both Sexes,75+,55,109.96,S08000023
NHS Lothian,2017,Both Sexes,75+,79,125.12,S08000024
NHS Shetland,2017,Both Sexes,75+,2,109.23,S08000026
NHS Tayside,2017,Both Sexes,75+,28,70.51,S08000030
NHS Western Isles,2017,Both Sexes,75+,6,196.59,S08000028
Other,2017,Both Sexes,75+,5,-,Other
NHS Scotland,2017,Both Sexes,75+,505,114.17,NHS Scotland
NHS Ayrshire & Arran,2017,Both Sexes,85+,13,144.44,S08000015
NHS Borders,2017,Both Sexes,85+,5,158.28,S08000016
NHS Dumfries & Galloway,2017,Both Sexes,85+,6,138.7,S08000017
NHS Fife,2017,Both Sexes,85+,7,82.23,S08000029
NHS Forth Valley,2017,Both Sexes,85+,12,195.92,S08000019
NHS Grampian,2017,Both Sexes,85+,11,88.98,S08000020
NHS Greater Glasgow & Clyde,2017,Both Sexes,85+,37,155,S08000021
NHS Highland,2017,Both Sexes,85+,7,84.5,S08000022
NHS Lanarkshire,2017,Both Sexes,85+,18,146.89,S08000023
NHS Lothian,2017,Both Sexes,85+,17,95.56,S08000024
NHS Tayside,2017,Both Sexes,85+,9,78.5,S08000030
NHS Western Isles,2017,Both Sexes,85+,2,235.02,S08000028
NHS Scotland,2017,Both Sexes,85+,144,120.96,NHS Scotland
NHS Ayrshire & Arran,2017,Both Sexes,All ages,515,138.98,S08000015
NHS Borders,2017,Both Sexes,All ages,117,102.16,S08000016
NHS Dumfries & Galloway,2017,Both Sexes,All ages,188,125.74,S08000017
NHS Fife,2017,Both Sexes,All ages,597,161.21,S08000029
NHS Forth Valley,2017,Both Sexes,All ages,321,105.43,S08000019
NHS Grampian,2017,Both Sexes,All ages,352,59.85,S08000020
NHS Greater Glasgow & Clyde,2017,Both Sexes,All ages,1571,135.27,S08000021
NHS Highland,2017,Both Sexes,All ages,323,100.34,S08000022
NHS Lanarkshire,2017,Both Sexes,All ages,956,145.62,S08000023
NHS Lothian,2017,Both Sexes,All ages,1031,117.16,S08000024
NHS Orkney,2017,Both Sexes,All ages,20,91.53,S08000025
NHS Shetland,2017,Both Sexes,All ages,13,56.03,S08000026
NHS Tayside,2017,Both Sexes,All ages,462,111.2,S08000030
NHS Western Isles,2017,Both Sexes,All ages,28,104.09,S08000028
Other,2017,Both Sexes,All ages,65,-,Other
NHS Scotland,2017,Both Sexes,All ages,6559,121.36,NHS Scotland
NHS Ayrshire & Arran,2017,Female,00-14,77,270.35,S08000015
NHS Borders,2017,Female,00-14,6,68.2,S08000016
NHS Dumfries & Galloway,2017,Female,00-14,26,240.1,S08000017
NHS Fife,2017,Female,00-14,18,61.12,S08000029
NHS Forth Valley,2017,Female,00-14,35,145.2,S08000019
NHS Grampian,2017,Female,00-14,18,39.28,S08000020
NHS Greater Glasgow & Clyde,2017,Female,00-14,158,176.45,S08000021
NHS Highland,2017,Female,00-14,32,131.59,S08000022
NHS Lanarkshire,2017,Female,00-14,123,226.83,S08000023
NHS Lothian,2017,Female,00-14,100,146.3,S08000024
NHS Orkney,2017,Female,00-14,2,125.16,S08000025
NHS Shetland,2017,Female,00-14,3,157.73,S08000026
NHS Tayside,2017,Female,00-14,79,255.57,S08000030
Other,2017,Female,00-14,5,-,Other
NHS Scotland,2017,Female,00-14,682,162.27,NHS Scotland
NHS Ayrshire & Arran,2017,Female,15-24,36,176.13,S08000015
NHS Borders,2017,Female,15-24,12,209.42,S08000016
NHS Dumfries & Galloway,2017,Female,15-24,7,92.95,S08000017
NHS Fife,2017,Female,15-24,98,430.37,S08000029
NHS Forth Valley,2017,Female,15-24,16,85.38,S08000019
NHS Grampian,2017,Female,15-24,40,113.24,S08000020
NHS Greater Glasgow & Clyde,2017,Female,15-24,132,172.68,S08000021
NHS Highland,2017,Female,15-24,25,158.9,S08000022
NHS Lanarkshire,2017,Female,15-24,66,175.04,S08000023
NHS Lothian,2017,Female,15-24,76,129.84,S08000024
NHS Tayside,2017,Female,15-24,34,131.22,S08000030
NHS Western Isles,2017,Female,15-24,2,164.61,S08000028
Other,2017,Female,15-24,6,-,Other
NHS Scotland,2017,Female,15-24,550,167.52,NHS Scotland
NHS Ayrshire & Arran,2017,Female,25-34,40,194.49,S08000015
NHS Borders,2017,Female,25-34,14,263.6,S08000016
NHS Dumfries & Galloway,2017,Female,25-34,13,171.08,S08000017
NHS Fife,2017,Female,25-34,66,299.65,S08000029
NHS Forth Valley,2017,Female,25-34,30,162.07,S08000019
NHS Grampian,2017,Female,25-34,26,62.06,S08000020
NHS Greater Glasgow & Clyde,2017,Female,25-34,150,166.38,S08000021
NHS Highland,2017,Female,25-34,19,113.2,S08000022
NHS Lanarkshire,2017,Female,25-34,49,119.95,S08000023
NHS Lothian,2017,Female,25-34,96,130.78,S08000024
NHS Orkney,2017,Female,25-34,1,84.1,S08000025
NHS Shetland,2017,Female,25-34,2,149.81,S08000026
NHS Tayside,2017,Female,25-34,41,153.69,S08000030
Other,2017,Female,25-34,2,-,Other
NHS Scotland,2017,Female,25-34,549,149.35,NHS Scotland
NHS Ayrshire & Arran,2017,Female,35-44,34,154.45,S08000015
NHS Borders,2017,Female,35-44,5,77.38,S08000016
NHS Dumfries & Galloway,2017,Female,35-44,13,165.25,S08000017
NHS Fife,2017,Female,35-44,27,118.59,S08000029
NHS Forth Valley,2017,Female,35-44,28,141.85,S08000019
NHS Grampian,2017,Female,35-44,35,92.89,S08000020
NHS Greater Glasgow & Clyde,2017,Female,35-44,112,152.67,S08000021
NHS Highland,2017,Female,35-44,20,106.71,S08000022
NHS Lanarkshire,2017,Female,35-44,81,187.26,S08000023
NHS Lothian,2017,Female,35-44,77,130.01,S08000024
NHS Tayside,2017,Female,35-44,34,142.7,S08000030
NHS Western Isles,2017,Female,35-44,2,127.23,S08000028
Other,2017,Female,35-44,3,-,Other
NHS Scotland,2017,Female,35-44,471,138.86,NHS Scotland
NHS Ayrshire & Arran,2017,Female,45-54,43,143.43,S08000015
NHS Borders,2017,Female,45-54,22,234.94,S08000016
NHS Dumfries & Galloway,2017,Female,45-54,12,100.33,S08000017
NHS Fife,2017,Female,45-54,56,196.95,S08000029
NHS Forth Valley,2017,Female,45-54,31,127.81,S08000019
NHS Grampian,2017,Female,45-54,28,65.31,S08000020
NHS Greater Glasgow & Clyde,2017,Female,45-54,164,185.23,S08000021
NHS Highland,2017,Female,45-54,29,114.48,S08000022
NHS Lanarkshire,2017,Female,45-54,76,143.31,S08000023
NHS Lothian,2017,Female,45-54,110,176.29,S08000024
NHS Shetland,2017,Female,45-54,1,58.17,S08000026
NHS Tayside,2017,Female,45-54,37,121.51,S08000030
NHS Western Isles,2017,Female,45-54,1,48.8,S08000028
Other,2017,Female,45-54,3,-,Other
NHS Scotland,2017,Female,45-54,613,148.75,NHS Scotland
NHS Ayrshire & Arran,2017,Female,55-64,38,139.87,S08000015
NHS Borders,2017,Female,55-64,1,11.55,S08000016
NHS Dumfries & Galloway,2017,Female,55-64,18,157.11,S08000017
NHS Fife,2017,Female,55-64,95,381.51,S08000029
NHS Forth Valley,2017,Female,55-64,22,111.15,S08000019
NHS Grampian,2017,Female,55-64,25,68.49,S08000020
NHS Greater Glasgow & Clyde,2017,Female,55-64,110,149.84,S08000021
NHS Highland,2017,Female,55-64,19,79.45,S08000022
NHS Lanarkshire,2017,Female,55-64,80,177.38,S08000023
NHS Lothian,2017,Female,55-64,61,118.38,S08000024
NHS Tayside,2017,Female,55-64,15,54.02,S08000030
NHS Western Isles,2017,Female,55-64,5,256.28,S08000028
Other,2017,Female,55-64,4,-,Other
NHS Scotland,2017,Female,55-64,493,138.78,NHS Scotland
NHS Ayrshire & Arran,2017,Female,65-74,27,113.16,S08000015
NHS Borders,2017,Female,65-74,6,75.82,S08000016
NHS Dumfries & Galloway,2017,Female,65-74,8,76.44,S08000017
NHS Fife,2017,Female,65-74,35,159.34,S08000029
NHS Forth Valley,2017,Female,65-74,13,77.2,S08000019
NHS Grampian,2017,Female,65-74,18,60.88,S08000020
NHS Greater Glasgow & Clyde,2017,Female,65-74,86,157.57,S08000021
NHS Highland,2017,Female,65-74,15,71.94,S08000022
NHS Lanarkshire,2017,Female,65-74,44,126.27,S08000023
NHS Lothian,2017,Female,65-74,47,113.51,S08000024
NHS Orkney,2017,Female,65-74,1,69.2,S08000025
NHS Tayside,2017,Female,65-74,17,69.62,S08000030
NHS Western Isles,2017,Female,65-74,3,167.04,S08000028
Other,2017,Female,65-74,7,-,Other
NHS Scotland,2017,Female,65-74,327,112.29,NHS Scotland
NHS Ayrshire & Arran,2017,Female,65+,56,126.39,S08000015
NHS Borders,2017,Female,65+,9,61.26,S08000016
NHS Dumfries & Galloway,2017,Female,65+,17,86.1,S08000017
NHS Fife,2017,Female,65+,45,111.31,S08000029
NHS Forth Valley,2017,Female,65+,36,115.89,S08000019
NHS Grampian,2017,Female,65+,38,68.03,S08000020
NHS Greater Glasgow & Clyde,2017,Female,65+,202,185.37,S08000021
NHS Highland,2017,Female,65+,50,128.49,S08000022
NHS Lanarkshire,2017,Female,65+,84,129.06,S08000023
NHS Lothian,2017,Female,65+,110,139.04,S08000024
NHS Orkney,2017,Female,65+,1,38.12,S08000025
NHS Shetland,2017,Female,65+,2,86.81,S08000026
NHS Tayside,2017,Female,65+,39,81.66,S08000030
NHS Western Isles,2017,Female,65+,9,247.8,S08000028
Other,2017,Female,65+,12,-,Other
NHS Scotland,2017,Female,65+,710,128.04,NHS Scotland
NHS Ayrshire & Arran,2017,Female,75-84,17,116.74,S08000015
NHS Borders,2017,Female,75-84,2,41.67,S08000016
NHS Dumfries & Galloway,2017,Female,75-84,3,45.94,S08000017
NHS Fife,2017,Female,75-84,4,31.09,S08000029
NHS Forth Valley,2017,Female,75-84,17,166.52,S08000019
NHS Grampian,2017,Female,75-84,11,60.32,S08000020
NHS Greater Glasgow & Clyde,2017,Female,75-84,88,231.31,S08000021
NHS Highland,2017,Female,75-84,28,221.19,S08000022
NHS Lanarkshire,2017,Female,75-84,26,118.07,S08000023
NHS Lothian,2017,Female,75-84,49,188.83,S08000024
NHS Shetland,2017,Female,75-84,2,273.97,S08000026
NHS Tayside,2017,Female,75-84,14,88.32,S08000030
NHS Western Isles,2017,Female,75-84,4,315.96,S08000028
Other,2017,Female,75-84,5,-,Other
NHS Scotland,2017,Female,75-84,270,146.3,NHS Scotland
NHS Ayrshire & Arran,2017,Female,75+,29,141.83,S08000015
NHS Borders,2017,Female,75+,3,44.26,S08000016
NHS Dumfries & Galloway,2017,Female,75+,9,97,S08000017
NHS Fife,2017,Female,75+,10,54.17,S08000029
NHS Forth Valley,2017,Female,75+,23,161.7,S08000019
NHS Grampian,2017,Female,75+,20,76.06,S08000020
NHS Greater Glasgow & Clyde,2017,Female,75+,116,213.26,S08000021
NHS Highland,2017,Female,75+,35,193.77,S08000022
NHS Lanarkshire,2017,Female,75+,40,132.28,S08000023
NHS Lothian,2017,Female,75+,63,167.07,S08000024
NHS Shetland,2017,Female,75+,2,191.57,S08000026
NHS Tayside,2017,Female,75+,22,94.24,S08000030
NHS Western Isles,2017,Female,75+,6,326.8,S08000028
Other,2017,Female,75+,5,-,Other
NHS Scotland,2017,Female,75+,383,145.47,NHS Scotland
NHS Ayrshire & Arran,2017,Female,85+,12,203.91,S08000015
NHS Borders,2017,Female,85+,1,50.56,S08000016
NHS Dumfries & Galloway,2017,Female,85+,6,218.34,S08000017
NHS Fife,2017,Female,85+,6,107.2,S08000029
NHS Forth Valley,2017,Female,85+,6,149.44,S08000019
NHS Grampian,2017,Female,85+,9,111.68,S08000020
NHS Greater Glasgow & Clyde,2017,Female,85+,28,171.26,S08000021
NHS Highland,2017,Female,85+,7,129.53,S08000022
NHS Lanarkshire,2017,Female,85+,14,170.38,S08000023
NHS Lothian,2017,Female,85+,14,119.05,S08000024
NHS Tayside,2017,Female,85+,8,106.78,S08000030
NHS Western Isles,2017,Female,85+,2,350.88,S08000028
NHS Scotland,2017,Female,85+,113,143.51,NHS Scotland
NHS Ayrshire & Arran,2017,Female,All ages,324,167.91,S08000015
NHS Borders,2017,Female,All ages,69,116.92,S08000016
NHS Dumfries & Galloway,2017,Female,All ages,106,137.69,S08000017
NHS Fife,2017,Female,All ages,405,212.29,S08000029
NHS Forth Valley,2017,Female,All ages,198,126.76,S08000019
NHS Grampian,2017,Female,All ages,210,70.96,S08000020
NHS Greater Glasgow & Clyde,2017,Female,All ages,1028,171.21,S08000021
NHS Highland,2017,Female,All ages,194,118.48,S08000022
NHS Lanarkshire,2017,Female,All ages,559,164.77,S08000023
NHS Lothian,2017,Female,All ages,630,139.21,S08000024
NHS Orkney,2017,Female,All ages,4,36.46,S08000025
NHS Shetland,2017,Female,All ages,8,70.07,S08000026
NHS Tayside,2017,Female,All ages,279,130.8,S08000030
NHS Western Isles,2017,Female,All ages,19,139.39,S08000028
Other,2017,Female,All ages,35,-,Other
NHS Scotland,2017,Female,All ages,4068,146.48,NHS Scotland
NHS Ayrshire & Arran,2017,Male,00-14,81,272.57,S08000015
NHS Borders,2017,Male,00-14,22,243.77,S08000016
NHS Dumfries & Galloway,2017,Male,00-14,48,425.38,S08000017
NHS Fife,2017,Male,00-14,58,187.03,S08000029
NHS Forth Valley,2017,Male,00-14,68,267.08,S08000019
NHS Grampian,2017,Male,00-14,59,122.72,S08000020
NHS Greater Glasgow & Clyde,2017,Male,00-14,203,217.73,S08000021
NHS Highland,2017,Male,00-14,46,180.86,S08000022
NHS Lanarkshire,2017,Male,00-14,234,412.92,S08000023
NHS Lothian,2017,Male,00-14,168,233.71,S08000024
NHS Orkney,2017,Male,00-14,2,117.1,S08000025
NHS Shetland,2017,Male,00-14,4,192.22,S08000026
NHS Tayside,2017,Male,00-14,97,298.35,S08000030
NHS Western Isles,2017,Male,00-14,2,95.1,S08000028
Other,2017,Male,00-14,8,-,Other
NHS Scotland,2017,Male,00-14,1100,249.89,NHS Scotland
NHS Ayrshire & Arran,2017,Male,15-24,19,88.55,S08000015
NHS Borders,2017,Male,15-24,2,33.97,S08000016
NHS Dumfries & Galloway,2017,Male,15-24,6,75.08,S08000017
NHS Fife,2017,Male,15-24,16,70.46,S08000029
NHS Forth Valley,2017,Male,15-24,8,41.12,S08000019
NHS Grampian,2017,Male,15-24,22,60.63,S08000020
NHS Greater Glasgow & Clyde,2017,Male,15-24,52,67.66,S08000021
NHS Highland,2017,Male,15-24,17,91.87,S08000022
NHS Lanarkshire,2017,Male,15-24,19,48.02,S08000023
NHS Lothian,2017,Male,15-24,50,90.88,S08000024
NHS Tayside,2017,Male,15-24,13,48.7,S08000030
NHS Western Isles,2017,Male,15-24,2,151.17,S08000028
Other,2017,Male,15-24,7,-,Other
NHS Scotland,2017,Male,15-24,233,69.7,NHS Scotland
NHS Ayrshire & Arran,2017,Male,25-34,15,78.9,S08000015
NHS Borders,2017,Male,25-34,2,40.79,S08000016
NHS Dumfries & Galloway,2017,Male,25-34,2,27.81,S08000017
NHS Fife,2017,Male,25-34,13,62.91,S08000029
NHS Forth Valley,2017,Male,25-34,6,34.88,S08000019
NHS Grampian,2017,Male,25-34,9,20.43,S08000020
NHS Greater Glasgow & Clyde,2017,Male,25-34,40,44.27,S08000021
NHS Highland,2017,Male,25-34,7,40.89,S08000022
NHS Lanarkshire,2017,Male,25-34,15,39.34,S08000023
NHS Lothian,2017,Male,25-34,38,54.7,S08000024
NHS Tayside,2017,Male,25-34,18,67.61,S08000030
Other,2017,Male,25-34,2,-,Other
