FeatureCode,DateCode,Measurement,Units,Value,Scottish Health Survey Indicator,Sex
S92000003,2012,Percent,Percent Of Adults,8,Self-assessed general health: Bad/Very bad,Male
S92000003,2012,95% Lower Confidence Limit,Percent Of Adults,7.6,Self-assessed general health: Bad/Very bad,Female
S92000003,2019,Percent,Percent Of Adults,32,Long-term illness: Limiting long-term illness,Male
S92000003,2018,Percent,Percent Of Adults,33,Long-term illness: Limiting long-term illness,All
S92000003,2019,Percent,Percent Of Adults,9,Self-assessed general health: Bad/Very bad,All
S92000003,2014,95% Lower Confidence Limit,Percent Of Adults,6.9,Self-assessed general health: Bad/Very bad,Female
S92000003,2014,Percent,Percent Of Adults,8,Self-assessed general health: Bad/Very bad,Male
S92000003,2012,Percent,Percent Of Adults,9,Self-assessed general health: Bad/Very bad,All
S92000003,2012,Percent,Percent Of Adults,9,Self-assessed general health: Bad/Very bad,Female
S92000003,2010,95% Lower Confidence Limit,Percent Of Adults,7,Self-assessed general health: Bad/Very bad,Female
S92000003,2014,95% Upper Confidence Limit,Percent Of Adults,9.4,Self-assessed general health: Bad/Very bad,Female
S92000003,2014,Percent,Percent Of Adults,8,Self-assessed general health: Bad/Very bad,Female
S92000003,2008,95% Upper Confidence Limit,Percent Of Adults,25.1,Long-term illness: Limiting long-term illness,Male
S92000003,2014,95% Lower Confidence Limit,Percent Of Adults,27.7,Long-term illness: Limiting long-term illness,Male
S92000003,2009,95% Upper Confidence Limit,Percent Of Adults,26.5,Long-term illness: Limiting long-term illness,All
S92000003,2010,95% Lower Confidence Limit,Percent Of Adults,26.5,Long-term illness: Limiting long-term illness,All
S92000003,2016,Percent,Percent Of Adults,33,Long-term illness: Limiting long-term illness,All
S92000003,2008,Percent,Percent Of Adults,28,Long-term illness: Limiting long-term illness,Female
S92000003,2010,Percent,Percent Of Adults,28,Long-term illness: Limiting long-term illness,All
S92000003,2014,95% Lower Confidence Limit,Percent Of Adults,29.7,Long-term illness: Limiting long-term illness,All
S92000003,2016,95% Lower Confidence Limit,Percent Of Adults,30.6,Long-term illness: Limiting long-term illness,All
S92000003,2016,95% Lower Confidence Limit,Percent Of Adults,27.6,Long-term illness: Limiting long-term illness,Male
S92000003,2010,Percent,Percent Of Adults,25,Long-term illness: Limiting long-term illness,Male
S92000003,2010,95% Lower Confidence Limit,Percent Of Adults,23.4,Long-term illness: Limiting long-term illness,Male
S92000003,2017,Percent,Percent Of Adults,29,Long-term illness: Limiting long-term illness,Male
S92000003,2016,Percent,Percent Of Adults,30,Long-term illness: Limiting long-term illness,Male
S92000003,2016,95% Upper Confidence Limit,Percent Of Adults,32.9,Long-term illness: Limiting long-term illness,Male
S92000003,2015,95% Upper Confidence Limit,Percent Of Adults,35.2,Long-term illness: Limiting long-term illness,Female
S92000003,2012,95% Lower Confidence Limit,Percent Of Adults,25.6,Long-term illness: Limiting long-term illness,Male
S92000003,2009,Percent,Percent Of Adults,23,Long-term illness: Limiting long-term illness,Male
S92000003,2012,Percent,Percent Of Adults,35,Long-term illness: Limiting long-term illness,Female
S92000003,2015,95% Upper Confidence Limit,Percent Of Adults,33.2,Long-term illness: Limiting long-term illness,All
S92000003,2019,95% Lower Confidence Limit,Percent Of Adults,32.8,Long-term illness: Limiting long-term illness,All
S92000003,2018,95% Upper Confidence Limit,Percent Of Adults,32.9,Long-term illness: Limiting long-term illness,Male
S92000003,2014,Percent,Percent Of Adults,31,Long-term illness: Limiting long-term illness,All
S92000003,2012,95% Upper Confidence Limit,Percent Of Adults,30.6,Long-term illness: Limiting long-term illness,Male
S92000003,2010,95% Upper Confidence Limit,Percent Of Adults,29.2,Long-term illness: Limiting long-term illness,All
S92000003,2016,95% Upper Confidence Limit,Percent Of Adults,34.5,Long-term illness: Limiting long-term illness,All
S92000003,2011,95% Lower Confidence Limit,Percent Of Adults,28.6,Long-term illness: Limiting long-term illness,Female
S92000003,2009,95% Upper Confidence Limit,Percent Of Adults,24.9,Long-term illness: Limiting long-term illness,Male
S92000003,2013,Percent,Percent Of Adults,28,Long-term illness: Limiting long-term illness,Male
S92000003,2008,95% Lower Confidence Limit,Percent Of Adults,26.1,Long-term illness: Limiting long-term illness,Female
S92000003,2012,95% Upper Confidence Limit,Percent Of Adults,37,Long-term illness: Limiting long-term illness,Female
S92000003,2012,95% Lower Confidence Limit,Percent Of Adults,32.5,Long-term illness: Limiting long-term illness,Female
S92000003,2008,95% Lower Confidence Limit,Percent Of Adults,24.3,Long-term illness: Limiting long-term illness,All
S92000003,2014,95% Upper Confidence Limit,Percent Of Adults,32.6,Long-term illness: Limiting long-term illness,Male
S92000003,2017,95% Lower Confidence Limit,Percent Of Adults,31.9,Long-term illness: Limiting long-term illness,Female
S92000003,2014,Percent,Percent Of Adults,30,Long-term illness: Limiting long-term illness,Male
S92000003,2011,95% Lower Confidence Limit,Percent Of Adults,26.7,Long-term illness: Limiting long-term illness,All
S92000003,2013,95% Lower Confidence Limit,Percent Of Adults,31.2,Long-term illness: Limiting long-term illness,Female
S92000003,2008,Percent,Percent Of Adults,26,Long-term illness: Limiting long-term illness,All
S92000003,2011,95% Upper Confidence Limit,Percent Of Adults,29.3,Long-term illness: Limiting long-term illness,All
S92000003,2015,95% Lower Confidence Limit,Percent Of Adults,30.8,Long-term illness: Limiting long-term illness,Female
S92000003,2014,95% Upper Confidence Limit,Percent Of Adults,35,Long-term illness: Limiting long-term illness,Female
S92000003,2013,Percent,Percent Of Adults,34,Long-term illness: Limiting long-term illness,Female
S92000003,2013,95% Upper Confidence Limit,Percent Of Adults,33.1,Long-term illness: Limiting long-term illness,All
S92000003,2013,Percent,Percent Of Adults,31,Long-term illness: Limiting long-term illness,All
S92000003,2017,Percent,Percent Of Adults,32,Long-term illness: Limiting long-term illness,All
S92000003,2008,95% Upper Confidence Limit,Percent Of Adults,29.6,Long-term illness: Limiting long-term illness,Female
S92000003,2010,95% Upper Confidence Limit,Percent Of Adults,27.1,Long-term illness: Limiting long-term illness,Male
S92000003,2017,95% Lower Confidence Limit,Percent Of Adults,25.8,Long-term illness: Limiting long-term illness,Male
S92000003,2013,95% Lower Confidence Limit,Percent Of Adults,29,Long-term illness: Limiting long-term illness,All
S92000003,2017,95% Lower Confidence Limit,Percent Of Adults,29.6,Long-term illness: Limiting long-term illness,All
S92000003,2017,95% Upper Confidence Limit,Percent Of Adults,33.8,Long-term illness: Limiting long-term illness,All
S92000003,2014,95% Upper Confidence Limit,Percent Of Adults,33.3,Long-term illness: Limiting long-term illness,All
S92000003,2017,95% Upper Confidence Limit,Percent Of Adults,36.6,Long-term illness: Limiting long-term illness,Female
S92000003,2016,Percent,Percent Of Adults,35,Long-term illness: Limiting long-term illness,Female
S92000003,2016,95% Upper Confidence Limit,Percent Of Adults,37.1,Long-term illness: Limiting long-term illness,Female
S92000003,2016,95% Lower Confidence Limit,Percent Of Adults,32.3,Long-term illness: Limiting long-term illness,Female
S92000003,2008,95% Lower Confidence Limit,Percent Of Adults,23.7,General health questionnaire (GHQ-12): Score 1-3,Female
S92000003,2016,95% Lower Confidence Limit,Percent Of Adults,21.8,General health questionnaire (GHQ-12): Score 1-3,All
S92000003,2015,Percent,Percent Of Adults,22,General health questionnaire (GHQ-12): Score 1-3,Male
S92000003,2008,95% Upper Confidence Limit,Percent Of Adults,26.8,General health questionnaire (GHQ-12): Score 1-3,Female
S92000003,2014,Percent,Percent Of Adults,27,General health questionnaire (GHQ-12): Score 1-3,Female
S92000003,2017,Percent,Percent Of Adults,24,General health questionnaire (GHQ-12): Score 1-3,Female
S92000003,2015,95% Upper Confidence Limit,Percent Of Adults,24.8,General health questionnaire (GHQ-12): Score 1-3,Male
S92000003,2017,95% Upper Confidence Limit,Percent Of Adults,25.9,General health questionnaire (GHQ-12): Score 1-3,Female
S92000003,2011,95% Upper Confidence Limit,Percent Of Adults,27.8,General health questionnaire (GHQ-12): Score 1-3,Female
S92000003,2013,95% Upper Confidence Limit,Percent Of Adults,25.7,General health questionnaire (GHQ-12): Score 1-3,All
S92000003,2017,Percent,Percent Of Adults,23,General health questionnaire (GHQ-12): Score 1-3,Male
S92000003,2017,95% Lower Confidence Limit,Percent Of Adults,20.4,General health questionnaire (GHQ-12): Score 1-3,Male
S92000003,2016,Percent,Percent Of Adults,23,General health questionnaire (GHQ-12): Score 1-3,All
S92000003,2008,Percent,Percent Of Adults,25,General health questionnaire (GHQ-12): Score 1-3,Female
S92000003,2016,95% Upper Confidence Limit,Percent Of Adults,25.1,General health questionnaire (GHQ-12): Score 1-3,All
S92000003,2009,Percent,Percent Of Adults,25,General health questionnaire (GHQ-12): Score 1-3,Female
S92000003,2009,Percent,Percent Of Adults,23,General health questionnaire (GHQ-12): Score 1-3,Male
S92000003,2010,95% Upper Confidence Limit,Percent Of Adults,26.8,General health questionnaire (GHQ-12): Score 1-3,Female
S92000003,2014,95% Lower Confidence Limit,Percent Of Adults,24.7,General health questionnaire (GHQ-12): Score 1-3,Female
S92000003,2015,95% Upper Confidence Limit,Percent Of Adults,27.4,General health questionnaire (GHQ-12): Score 1-3,Female
S92000003,2009,95% Lower Confidence Limit,Percent Of Adults,21.4,General health questionnaire (GHQ-12): Score 1-3,Male
S92000003,2013,Percent,Percent Of Adults,24,General health questionnaire (GHQ-12): Score 1-3,All
S92000003,2017,95% Lower Confidence Limit,Percent Of Adults,21.2,General health questionnaire (GHQ-12): Score 1-3,Female
S92000003,2009,95% Upper Confidence Limit,Percent Of Adults,26.2,General health questionnaire (GHQ-12): Score 1-3,Female
S92000003,2009,95% Lower Confidence Limit,Percent Of Adults,23.2,General health questionnaire (GHQ-12): Score 1-3,Female
S92000003,2010,95% Upper Confidence Limit,Percent Of Adults,23.9,General health questionnaire (GHQ-12): Score 1-3,Male
S92000003,2014,95% Upper Confidence Limit,Percent Of Adults,29,General health questionnaire (GHQ-12): Score 1-3,Female
S92000003,2010,95% Lower Confidence Limit,Percent Of Adults,23.6,General health questionnaire (GHQ-12): Score 1-3,Female
S92000003,2010,Percent,Percent Of Adults,25,General health questionnaire (GHQ-12): Score 1-3,Female
S92000003,2019,95% Upper Confidence Limit,Percent Of Adults,25.7,General health questionnaire (GHQ-12): Score 1-3,All
S92000003,2010,95% Lower Confidence Limit,Percent Of Adults,20.2,General health questionnaire (GHQ-12): Score 1-3,Male
S92000003,2016,95% Upper Confidence Limit,Percent Of Adults,26.9,General health questionnaire (GHQ-12): Score 1-3,Female
S92000003,2010,Percent,Percent Of Adults,22,General health questionnaire (GHQ-12): Score 1-3,Male
S92000003,2011,Percent,Percent Of Adults,23,General health questionnaire (GHQ-12): Score 1-3,Male
S92000003,2011,95% Upper Confidence Limit,Percent Of Adults,24.7,General health questionnaire (GHQ-12): Score 1-3,Male
S92000003,2016,95% Lower Confidence Limit,Percent Of Adults,22.8,General health questionnaire (GHQ-12): Score 1-3,Female
S92000003,2011,95% Lower Confidence Limit,Percent Of Adults,20.7,General health questionnaire (GHQ-12): Score 1-3,Male
S92000003,2015,Percent,Percent Of Adults,28,Obesity: Obese,Male
S92000003,2009,95% Lower Confidence Limit,Percent Of Adults,25.7,Obesity: Obese,Male
S92000003,2010,95% Lower Confidence Limit,Percent Of Adults,25.4,Obesity: Obese,Male
S92000003,2010,95% Upper Confidence Limit,Percent Of Adults,29.5,Obesity: Obese,Male
S92000003,2010,Percent,Percent Of Adults,27,Obesity: Obese,Male
S92000003,2015,95% Lower Confidence Limit,Percent Of Adults,25.6,Obesity: Obese,Male
S92000003,2014,95% Lower Confidence Limit,Percent Of Adults,23.5,Obesity: Obese,Male
S92000003,2009,95% Lower Confidence Limit,Percent Of Adults,22.8,General health questionnaire (GHQ-12): Score 1-3,All
S92000003,2009,Percent,Percent Of Adults,24,General health questionnaire (GHQ-12): Score 1-3,All
S92000003,2009,95% Upper Confidence Limit,Percent Of Adults,25.2,General health questionnaire (GHQ-12): Score 1-3,All
S92000003,2013,95% Upper Confidence Limit,Percent Of Adults,25,General health questionnaire (GHQ-12): Score 1-3,Male
S92000003,2015,95% Lower Confidence Limit,Percent Of Adults,19.9,General health questionnaire (GHQ-12): Score 1-3,Male
S92000003,2011,95% Lower Confidence Limit,Percent Of Adults,24.7,General health questionnaire (GHQ-12): Score 1-3,Female
S92000003,2017,95% Upper Confidence Limit,Percent Of Adults,25.7,General health questionnaire (GHQ-12): Score 1-3,Male
S92000003,2019,Percent,Percent Of Adults,23,General health questionnaire (GHQ-12): Score 1-3,Male
S92000003,2019,95% Lower Confidence Limit,Percent Of Adults,20.7,General health questionnaire (GHQ-12): Score 1-3,Male
S92000003,2019,95% Upper Confidence Limit,Percent Of Adults,25.7,General health questionnaire (GHQ-12): Score 1-3,Male
S92000003,2011,Percent,Percent Of Adults,26,General health questionnaire (GHQ-12): Score 1-3,Female
S92000003,2016,Percent,Percent Of Adults,25,General health questionnaire (GHQ-12): Score 1-3,Female
S92000003,2013,Percent,Percent Of Adults,23,General health questionnaire (GHQ-12): Score 1-3,Male
S92000003,2013,95% Lower Confidence Limit,Percent Of Adults,20.2,General health questionnaire (GHQ-12): Score 1-3,Male
S92000003,2016,95% Lower Confidence Limit,Percent Of Adults,19.4,General health questionnaire (GHQ-12): Score 1-3,Male
S92000003,2015,95% Upper Confidence Limit,Percent Of Adults,25.6,General health questionnaire (GHQ-12): Score 1-3,All
S92000003,2013,95% Lower Confidence Limit,Percent Of Adults,22.6,General health questionnaire (GHQ-12): Score 1-3,All
S92000003,2012,95% Upper Confidence Limit,Percent Of Adults,24.4,General health questionnaire (GHQ-12): Score 1-3,All
S92000003,2019,95% Lower Confidence Limit,Percent Of Adults,22.5,General health questionnaire (GHQ-12): Score 1-3,All
S92000003,2010,95% Upper Confidence Limit,Percent Of Adults,24.9,General health questionnaire (GHQ-12): Score 1-3,All
S92000003,2015,95% Lower Confidence Limit,Percent Of Adults,22.3,General health questionnaire (GHQ-12): Score 1-3,All
S92000003,2016,Percent,Percent Of Adults,22,General health questionnaire (GHQ-12): Score 1-3,Male
S92000003,2014,95% Upper Confidence Limit,Percent Of Adults,22.7,General health questionnaire (GHQ-12): Score 1-3,Male
S92000003,2014,95% Lower Confidence Limit,Percent Of Adults,18.2,General health questionnaire (GHQ-12): Score 1-3,Male
S92000003,2012,Percent,Percent Of Adults,23,General health questionnaire (GHQ-12): Score 1-3,All
S92000003,2015,Percent,Percent Of Adults,24,General health questionnaire (GHQ-12): Score 1-3,All
S92000003,2014,Percent,Percent Of Adults,20,General health questionnaire (GHQ-12): Score 1-3,Male
S92000003,2016,95% Upper Confidence Limit,Percent Of Adults,24.3,General health questionnaire (GHQ-12): Score 1-3,Male
S92000003,2019,Percent,Percent Of Adults,24,General health questionnaire (GHQ-12): Score 1-3,All
S92000003,2012,Percent,Percent Of Adults,22,General health questionnaire (GHQ-12): Score 1-3,Male
S92000003,2012,95% Upper Confidence Limit,Percent Of Adults,23.9,General health questionnaire (GHQ-12): Score 1-3,Male
S92000003,2008,95% Lower Confidence Limit,Percent Of Adults,23,General health questionnaire (GHQ-12): Score 1-3,All
S92000003,2012,Percent,Percent Of Adults,24,General health questionnaire (GHQ-12): Score 1-3,Female
S92000003,2008,95% Upper Confidence Limit,Percent Of Adults,25.5,General health questionnaire (GHQ-12): Score 1-3,All
S92000003,2008,Percent,Percent Of Adults,24,General health questionnaire (GHQ-12): Score 1-3,All
S92000003,2012,95% Lower Confidence Limit,Percent Of Adults,22.1,General health questionnaire (GHQ-12): Score 1-3,Female
S92000003,2010,Percent,Percent Of Adults,24,General health questionnaire (GHQ-12): Score 1-3,All
S92000003,2014,Percent,Percent Of Adults,24,General health questionnaire (GHQ-12): Score 1-3,All
